[LLEGADA]Llega Cliente 1, tipo: PADRES MEDIANA EDAD, Dia 1, segund 17
[CAJA] El Cliente 294, tipo: PADRES MEDIANA EDAD compra TOMATE en la caja 1, Dia 1, segundo 34557
[CAJA] El Cliente 295, tipo: TERCERA EDAD compra LECHE en la caja 2, Dia 1, segundo 34561
[CAJA] El Cliente 294, tipo: PADRES MEDIANA EDAD compra PASTA DE DIENTES en la caja 1, Dia 1, segundo 34563
[CAJA] El Cliente 295, tipo: TERCERA EDAD compra YOGURT en la caja 2, Dia 1, segundo 34564
[CAJA] El Cliente 295, tipo: TERCERA EDAD compra LECHUGA en la caja 2, Dia 1, segundo 34570
[LLEGADA]Llega Cliente 299, tipo: PADRES MEDIANA EDAD, Dia 1, segund 34571
[CAJA] El Cliente 294, tipo: PADRES MEDIANA EDAD compra TALLARINES en la caja 1, Dia 1, segundo 34575
[CAJA] El Cliente 295, tipo: TERCERA EDAD compra VINO en la caja 2, Dia 1, segundo 34579
[LLEGADA]Llega Cliente 300, tipo: PADRES MEDIANA EDAD, Dia 1, segund 34581
[CAJA] El Cliente 295, tipo: TERCERA EDAD compra TOMATE en la caja 2, Dia 1, segundo 34603
[CAJA] El Cliente 295, tipo: TERCERA EDAD compra QUESO en la caja 2, Dia 1, segundo 34612
[SALIDA] El Cliente 295, tipo: TERCERA EDAD abandona la Caja 2 habiendo pagado 69, Dia 1, segundos 34612
[CAJA] El Cliente 294, tipo: PADRES MEDIANA EDAD compra PAN en la caja 1, Dia 1, segundo 34617
[SALIDA] El Cliente 294, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 59, Dia 1, segundos 34617
[LLEGADA]Llega Cliente 301, tipo: PADRES JOVENES, Dia 1, segund 34646
[CAJA] El Cliente 297, tipo: JOVENES QUE VIVE CON PADRES entra a la cola de la caja 2. Productos: {'BEBIDA': 2, 'LECHE': 10, 'CARNE': 1, 'ARROZ': 1}, Dia 1, segundo34674
[CAJA] El Cliente 296, tipo: RAPIDOS compra BEBIDA en la caja 1, Dia 1, segundo 34704
[CAJA] El Cliente 296, tipo: RAPIDOS compra HARINA en la caja 1, Dia 1, segundo 34710
[CAJA] El Cliente 296, tipo: RAPIDOS compra MANZANA en la caja 1, Dia 1, segundo 34713
[SALIDA] El Cliente 296, tipo: RAPIDOS abandona la Caja 1 habiendo pagado 8, Dia 1, segundos 34713
[CAJA] El Cliente 298, tipo: PADRES JOVENES entra a la cola de la caja 1. Productos: {'LECHE': 9, 'POLERA': 2, 'MANZANA': 2, 'QUESO': 2}, Dia 1, segundo34719
[CAJA] El Cliente 297, tipo: JOVENES QUE VIVE CON PADRES compra BEBIDA en la caja 2, Dia 1, segundo 34741
[CAJA] El Cliente 300, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 2. Productos: {'HARINA': 1, 'BOMBONES': 1, 'MANZANA': 3}, Dia 1, segundo34746
[CAJA] El Cliente 297, tipo: JOVENES QUE VIVE CON PADRES compra LECHE en la caja 2, Dia 1, segundo 34771
[CAJA] El Cliente 297, tipo: JOVENES QUE VIVE CON PADRES compra CARNE en la caja 2, Dia 1, segundo 34774
[CAJA] El Cliente 297, tipo: JOVENES QUE VIVE CON PADRES compra ARROZ en la caja 2, Dia 1, segundo 34777
[SALIDA] El Cliente 297, tipo: JOVENES QUE VIVE CON PADRES abandona la Caja 2 habiendo pagado 30, Dia 1, segundos 34777
[CAJA] El Cliente 298, tipo: PADRES JOVENES compra LECHE en la caja 1, Dia 1, segundo 34786
[CAJA] El Cliente 298, tipo: PADRES JOVENES compra POLERA en la caja 1, Dia 1, segundo 34792
[CAJA] El Cliente 298, tipo: PADRES JOVENES compra MANZANA en la caja 1, Dia 1, segundo 34798
[CAJA] El Cliente 298, tipo: PADRES JOVENES compra QUESO en la caja 1, Dia 1, segundo 34804
[SALIDA] El Cliente 298, tipo: PADRES JOVENES abandona la Caja 1 habiendo pagado 52, Dia 1, segundos 34804
[CAJA] El Cliente 300, tipo: PADRES MEDIANA EDAD compra HARINA en la caja 2, Dia 1, segundo 34821
[CAJA] El Cliente 300, tipo: PADRES MEDIANA EDAD compra BOMBONES en la caja 2, Dia 1, segundo 34824
[CAJA] El Cliente 300, tipo: PADRES MEDIANA EDAD compra MANZANA en la caja 2, Dia 1, segundo 34833
[SALIDA] El Cliente 300, tipo: PADRES MEDIANA EDAD abandona la Caja 2 habiendo pagado 28, Dia 1, segundos 34833
[CAJA] El Cliente 301, tipo: PADRES JOVENES entra a la cola de la caja 1. Productos: {'LECHE': 4, 'MANZANA': 1, 'YOGURT': 2, 'LECHUGA': 1, 'TALLARINES': 5, 'QUESO': 4, 'HARINA': 2}, Dia 1, segundo34904
[LLEGADA]Llega Cliente 302, tipo: PADRES JOVENES, Dia 1, segund 34907
[CAJA] El Cliente 299, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 2. Productos: {'SAL': 1, 'HARINA': 1, 'PAPAS FRITAS': 1, 'LAVADORA': 1, 'BEBIDA': 3, 'PAN': 4, 'ARROZ': 2, 'MANZANA': 8}, Dia 1, segundo34920
[CAJA] El Cliente 299, tipo: PADRES MEDIANA EDAD compra SAL en la caja 2, Dia 1, segundo 34940
[CAJA] El Cliente 299, tipo: PADRES MEDIANA EDAD compra HARINA en la caja 2, Dia 1, segundo 34943
[CAJA] El Cliente 299, tipo: PADRES MEDIANA EDAD compra PAPAS FRITAS en la caja 2, Dia 1, segundo 34946
[CAJA] El Cliente 301, tipo: PADRES JOVENES compra LECHE en la caja 1, Dia 1, segundo 34948
[CAJA] El Cliente 299, tipo: PADRES MEDIANA EDAD compra LAVADORA en la caja 2, Dia 1, segundo 34949
[CAJA] El Cliente 301, tipo: PADRES JOVENES compra MANZANA en la caja 1, Dia 1, segundo 34951
[CAJA] El Cliente 301, tipo: PADRES JOVENES compra YOGURT en la caja 1, Dia 1, segundo 34957
[CAJA] El Cliente 299, tipo: PADRES MEDIANA EDAD compra BEBIDA en la caja 2, Dia 1, segundo 34958
[CAJA] El Cliente 301, tipo: PADRES JOVENES compra LECHUGA en la caja 1, Dia 1, segundo 34960
[CAJA] El Cliente 299, tipo: PADRES MEDIANA EDAD compra PAN en la caja 2, Dia 1, segundo 34970
[CAJA] El Cliente 301, tipo: PADRES JOVENES compra TALLARINES en la caja 1, Dia 1, segundo 34975
[CAJA] El Cliente 299, tipo: PADRES MEDIANA EDAD compra ARROZ en la caja 2, Dia 1, segundo 34976
[CAJA] El Cliente 301, tipo: PADRES JOVENES compra QUESO en la caja 1, Dia 1, segundo 34987
[CAJA] El Cliente 301, tipo: PADRES JOVENES compra HARINA en la caja 1, Dia 1, segundo 34993
[SALIDA] El Cliente 301, tipo: PADRES JOVENES abandona la Caja 1 habiendo pagado 54, Dia 1, segundos 34993
[CAJA] El Cliente 299, tipo: PADRES MEDIANA EDAD compra MANZANA en la caja 2, Dia 1, segundo 35000
[SALIDA] El Cliente 299, tipo: PADRES MEDIANA EDAD abandona la Caja 2 habiendo pagado 138, Dia 1, segundos 35000
[CAJA] El Cliente 302, tipo: PADRES JOVENES entra a la cola de la caja 1. Productos: {'LECHE': 3, 'TELEVISION': 1, 'MANZANA': 5, 'QUESO': 1}, Dia 1, segundo35091
[CAJA] El Cliente 302, tipo: PADRES JOVENES compra LECHE en la caja 1, Dia 1, segundo 35171
[CAJA] El Cliente 302, tipo: PADRES JOVENES compra TELEVISION en la caja 1, Dia 1, segundo 35174
[CAJA] El Cliente 302, tipo: PADRES JOVENES compra MANZANA en la caja 1, Dia 1, segundo 35189
[CAJA] El Cliente 302, tipo: PADRES JOVENES compra QUESO en la caja 1, Dia 1, segundo 35192
[SALIDA] El Cliente 302, tipo: PADRES JOVENES abandona la Caja 1 habiendo pagado 71, Dia 1, segundos 35192
[LLEGADA]Llega Cliente 303, tipo: JOVENES QUE VIVE CON PADRES, Dia 1, segund 35416
[LLEGADA]Llega Cliente 304, tipo: TERCERA EDAD, Dia 1, segund 35423
[LLEGADA]Llega Cliente 305, tipo: RAPIDOS, Dia 1, segund 35478
[LLEGADA]Llega Cliente 306, tipo: PADRES MEDIANA EDAD, Dia 1, segund 35489
[CAJA] El Cliente 303, tipo: JOVENES QUE VIVE CON PADRES entra a la cola de la caja 1. Productos: {'PAN': 2, 'CONSERVAS': 1, 'PAPAS FRITAS': 1}, Dia 1, segundo35502
[CAJA] El Cliente 305, tipo: RAPIDOS entra a la cola de la caja 2. Productos: {}, Dia 1, segundo35530
[CAJA] El Cliente 305, tipo: RAPIDOS compra [] en la caja 2, Dia 1, segundo 35530
[SALIDA] El Cliente 305, tipo: RAPIDOS abandona la Caja 2 habiendo pagado 0, Dia 1, segundos 35530
[CAJA] El Cliente 303, tipo: JOVENES QUE VIVE CON PADRES compra PAN en la caja 1, Dia 1, segundo 35574
[CAJA] El Cliente 304, tipo: TERCERA EDAD entra a la cola de la caja 1. Productos: {'BEBIDA': 2, 'VINO': 2, 'LECHUGA': 2}, Dia 1, segundo35576
[CAJA] El Cliente 303, tipo: JOVENES QUE VIVE CON PADRES compra CONSERVAS en la caja 1, Dia 1, segundo 35577
[CAJA] El Cliente 303, tipo: JOVENES QUE VIVE CON PADRES compra PAPAS FRITAS en la caja 1, Dia 1, segundo 35580
[SALIDA] El Cliente 303, tipo: JOVENES QUE VIVE CON PADRES abandona la Caja 1 habiendo pagado 17, Dia 1, segundos 35580
[LLEGADA]Llega Cliente 307, tipo: PADRES MEDIANA EDAD, Dia 1, segund 35612
[CAJA] El Cliente 304, tipo: TERCERA EDAD compra BEBIDA en la caja 1, Dia 1, segundo 35643
[CAJA] El Cliente 304, tipo: TERCERA EDAD compra VINO en la caja 1, Dia 1, segundo 35649
[CAJA] El Cliente 304, tipo: TERCERA EDAD compra LECHUGA en la caja 1, Dia 1, segundo 35655
[SALIDA] El Cliente 304, tipo: TERCERA EDAD abandona la Caja 1 habiendo pagado 20, Dia 1, segundos 35655
[CAJA] El Cliente 306, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'SAL': 1, 'LECHE': 8, 'ARROZ': 2, 'PAN': 4, 'CARNE': 5, 'MANZANA': 5}, Dia 1, segundo35796
[CAJA] El Cliente 307, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 2. Productos: {'SAL': 2, 'HARINA': 2, 'CONSERVAS': 1, 'ARROZ': 2, 'BEBIDA': 2, 'TOMATE': 3, 'TALLARINES': 4}, Dia 1, segundo35805
[CAJA] El Cliente 306, tipo: PADRES MEDIANA EDAD compra SAL en la caja 1, Dia 1, segundo 35809
[CAJA] El Cliente 306, tipo: PADRES MEDIANA EDAD compra LECHE en la caja 1, Dia 1, segundo 35833
[CAJA] El Cliente 306, tipo: PADRES MEDIANA EDAD compra ARROZ en la caja 1, Dia 1, segundo 35839
[LLEGADA]Llega Cliente 308, tipo: RAPIDOS, Dia 1, segund 35845
[CAJA] El Cliente 306, tipo: PADRES MEDIANA EDAD compra PAN en la caja 1, Dia 1, segundo 35851
[CAJA] El Cliente 307, tipo: PADRES MEDIANA EDAD compra SAL en la caja 2, Dia 1, segundo 35852
[CAJA] El Cliente 307, tipo: PADRES MEDIANA EDAD compra HARINA en la caja 2, Dia 1, segundo 35858
[CAJA] El Cliente 307, tipo: PADRES MEDIANA EDAD compra CONSERVAS en la caja 2, Dia 1, segundo 35861
[LLEGADA]Llega Cliente 309, tipo: TERCERA EDAD, Dia 1, segund 35862
[CAJA] El Cliente 306, tipo: PADRES MEDIANA EDAD compra CARNE en la caja 1, Dia 1, segundo 35866
[CAJA] El Cliente 307, tipo: PADRES MEDIANA EDAD compra ARROZ en la caja 2, Dia 1, segundo 35867
[CAJA] El Cliente 307, tipo: PADRES MEDIANA EDAD compra BEBIDA en la caja 2, Dia 1, segundo 35873
[CAJA] El Cliente 306, tipo: PADRES MEDIANA EDAD compra MANZANA en la caja 1, Dia 1, segundo 35881
[SALIDA] El Cliente 306, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 63, Dia 1, segundos 35881
[CAJA] El Cliente 307, tipo: PADRES MEDIANA EDAD compra TOMATE en la caja 2, Dia 1, segundo 35882
[CAJA] El Cliente 307, tipo: PADRES MEDIANA EDAD compra TALLARINES en la caja 2, Dia 1, segundo 35894
[SALIDA] El Cliente 307, tipo: PADRES MEDIANA EDAD abandona la Caja 2 habiendo pagado 40, Dia 1, segundos 35894
[CAJA] El Cliente 308, tipo: RAPIDOS entra a la cola de la caja 1. Productos: {}, Dia 1, segundo35914
[CAJA] El Cliente 308, tipo: RAPIDOS compra [] en la caja 1, Dia 1, segundo 35914
[SALIDA] El Cliente 308, tipo: RAPIDOS abandona la Caja 1 habiendo pagado 0, Dia 1, segundos 35914
[LLEGADA]Llega Cliente 310, tipo: PADRES MEDIANA EDAD, Dia 1, segund 36019
[LLEGADA]Llega Cliente 311, tipo: PADRES MEDIANA EDAD, Dia 1, segund 36060
[CAJA] El Cliente 309, tipo: TERCERA EDAD entra a la cola de la caja 1. Productos: {'VINO': 3, 'LECHE': 9}, Dia 1, segundo36061
[CAJA] El Cliente 309, tipo: TERCERA EDAD compra VINO en la caja 1, Dia 1, segundo 36084
[LLEGADA]Llega Cliente 312, tipo: PADRES MEDIANA EDAD, Dia 1, segund 36109
[CAJA] El Cliente 309, tipo: TERCERA EDAD compra LECHE en la caja 1, Dia 1, segundo 36111
[SALIDA] El Cliente 309, tipo: TERCERA EDAD abandona la Caja 1 habiendo pagado 33, Dia 1, segundos 36111
[LLEGADA]Llega Cliente 313, tipo: PADRES JOVENES, Dia 1, segund 36156
[LLEGADA]Llega Cliente 314, tipo: JOVENES QUE VIVE CON PADRES, Dia 1, segund 36165
[CAJA] El Cliente 311, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'TOALLA NOVA': 2, 'QUESO': 2, 'ARROZ': 3}, Dia 1, segundo36200
[CAJA] El Cliente 314, tipo: JOVENES QUE VIVE CON PADRES entra a la cola de la caja 2. Productos: {'PAPAS FRITAS': 2}, Dia 1, segundo36208
[CAJA] El Cliente 311, tipo: PADRES MEDIANA EDAD compra TOALLA NOVA en la caja 1, Dia 1, segundo 36213
[CAJA] El Cliente 311, tipo: PADRES MEDIANA EDAD compra QUESO en la caja 1, Dia 1, segundo 36219
[CAJA] El Cliente 311, tipo: PADRES MEDIANA EDAD compra ARROZ en la caja 1, Dia 1, segundo 36228
[SALIDA] El Cliente 311, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 23, Dia 1, segundos 36228
[LLEGADA]Llega Cliente 315, tipo: TERCERA EDAD, Dia 1, segund 36234
[CAJA] El Cliente 310, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'SAL': 2, 'CONSERVAS': 3, 'TOMATE': 8, 'CARNE': 5, 'POLERA': 3, 'TALLARINES': 4}, Dia 1, segundo36278
[CAJA] El Cliente 314, tipo: JOVENES QUE VIVE CON PADRES compra PAPAS FRITAS en la caja 2, Dia 1, segundo 36284
[SALIDA] El Cliente 314, tipo: JOVENES QUE VIVE CON PADRES abandona la Caja 2 habiendo pagado 10, Dia 1, segundos 36284
[LLEGADA]Llega Cliente 316, tipo: PADRES MEDIANA EDAD, Dia 1, segund 36286
[CAJA] El Cliente 313, tipo: PADRES JOVENES entra a la cola de la caja 1. Productos: {'LECHE': 1, 'PANTALON': 1, 'LECHUGA': 1}, Dia 1, segundo36304
[LLEGADA]Llega Cliente 317, tipo: JOVENES QUE VIVE CON PADRES, Dia 1, segund 36322
[CAJA] El Cliente 310, tipo: PADRES MEDIANA EDAD compra SAL en la caja 1, Dia 1, segundo 36332
[CAJA] El Cliente 310, tipo: PADRES MEDIANA EDAD compra CONSERVAS en la caja 1, Dia 1, segundo 36341
[CAJA] El Cliente 315, tipo: TERCERA EDAD entra a la cola de la caja 2. Productos: {'BEBIDA': 1}, Dia 1, segundo36364
[CAJA] El Cliente 310, tipo: PADRES MEDIANA EDAD compra TOMATE en la caja 1, Dia 1, segundo 36365
[CAJA] El Cliente 310, tipo: PADRES MEDIANA EDAD compra CARNE en la caja 1, Dia 1, segundo 36380
[CAJA] El Cliente 310, tipo: PADRES MEDIANA EDAD compra POLERA en la caja 1, Dia 1, segundo 36389
[CAJA] El Cliente 310, tipo: PADRES MEDIANA EDAD compra TALLARINES en la caja 1, Dia 1, segundo 36401
[SALIDA] El Cliente 310, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 113, Dia 1, segundos 36401
[CAJA] El Cliente 316, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 2. Productos: {'SAL': 2, 'HARINA': 1, 'CARNE': 1, 'TALLARINES': 1, 'PASTA DE DIENTES': 1}, Dia 1, segundo36403
[LLEGADA]Llega Cliente 318, tipo: PADRES JOVENES, Dia 1, segund 36404
[CAJA] El Cliente 312, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'SAL': 2, 'HARINA': 2, 'YOGURT': 5, 'PAN': 4, 'TOMATE': 3, 'CARNE': 1, 'MANZANA': 7}, Dia 1, segundo36421
[CAJA] El Cliente 313, tipo: PADRES JOVENES compra LECHE en la caja 1, Dia 1, segundo 36421
[CAJA] El Cliente 313, tipo: PADRES JOVENES compra PANTALON en la caja 1, Dia 1, segundo 36424
[CAJA] El Cliente 315, tipo: TERCERA EDAD compra BEBIDA en la caja 2, Dia 1, segundo 36424
[SALIDA] El Cliente 315, tipo: TERCERA EDAD abandona la Caja 2 habiendo pagado 1, Dia 1, segundos 36424
[CAJA] El Cliente 313, tipo: PADRES JOVENES compra LECHUGA en la caja 1, Dia 1, segundo 36427
[SALIDA] El Cliente 313, tipo: PADRES JOVENES abandona la Caja 1 habiendo pagado 26, Dia 1, segundos 36427
[CAJA] El Cliente 312, tipo: PADRES MEDIANA EDAD compra SAL en la caja 1, Dia 1, segundo 36446
[CAJA] El Cliente 312, tipo: PADRES MEDIANA EDAD compra HARINA en la caja 1, Dia 1, segundo 36452
[CAJA] El Cliente 312, tipo: PADRES MEDIANA EDAD compra YOGURT en la caja 1, Dia 1, segundo 36467
[CAJA] El Cliente 317, tipo: JOVENES QUE VIVE CON PADRES entra a la cola de la caja 2. Productos: {'SAL': 1, 'PAN': 6, 'TALLARINES': 2, 'ARROZ': 2}, Dia 1, segundo36468
[LLEGADA]Llega Cliente 319, tipo: PADRES MEDIANA EDAD, Dia 1, segund 36474
[CAJA] El Cliente 312, tipo: PADRES MEDIANA EDAD compra PAN en la caja 1, Dia 1, segundo 36479
[CAJA] El Cliente 312, tipo: PADRES MEDIANA EDAD compra TOMATE en la caja 1, Dia 1, segundo 36488
[CAJA] El Cliente 312, tipo: PADRES MEDIANA EDAD compra CARNE en la caja 1, Dia 1, segundo 36491
[LLEGADA]Llega Cliente 320, tipo: RAPIDOS, Dia 1, segund 36505
[CAJA] El Cliente 316, tipo: PADRES MEDIANA EDAD compra SAL en la caja 2, Dia 1, segundo 36510
[CAJA] El Cliente 312, tipo: PADRES MEDIANA EDAD compra MANZANA en la caja 1, Dia 1, segundo 36512
[SALIDA] El Cliente 312, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 52, Dia 1, segundos 36512
[CAJA] El Cliente 316, tipo: PADRES MEDIANA EDAD compra HARINA en la caja 2, Dia 1, segundo 36513
[CAJA] El Cliente 316, tipo: PADRES MEDIANA EDAD compra CARNE en la caja 2, Dia 1, segundo 36516
[CAJA] El Cliente 316, tipo: PADRES MEDIANA EDAD compra TALLARINES en la caja 2, Dia 1, segundo 36519
[CAJA] El Cliente 316, tipo: PADRES MEDIANA EDAD compra PASTA DE DIENTES en la caja 2, Dia 1, segundo 36522
[SALIDA] El Cliente 316, tipo: PADRES MEDIANA EDAD abandona la Caja 2 habiendo pagado 16, Dia 1, segundos 36522
[CAJA] El Cliente 317, tipo: JOVENES QUE VIVE CON PADRES compra SAL en la caja 2, Dia 1, segundo 36545
[CAJA] El Cliente 317, tipo: JOVENES QUE VIVE CON PADRES compra PAN en la caja 2, Dia 1, segundo 36563
[CAJA] El Cliente 317, tipo: JOVENES QUE VIVE CON PADRES compra TALLARINES en la caja 2, Dia 1, segundo 36569
[CAJA] El Cliente 317, tipo: JOVENES QUE VIVE CON PADRES compra ARROZ en la caja 2, Dia 1, segundo 36575
[SALIDA] El Cliente 317, tipo: JOVENES QUE VIVE CON PADRES abandona la Caja 2 habiendo pagado 18, Dia 1, segundos 36575
[LLEGADA]Llega Cliente 321, tipo: PADRES MEDIANA EDAD, Dia 1, segund 36582
[CAJA] El Cliente 318, tipo: PADRES JOVENES entra a la cola de la caja 1. Productos: {'LECHE': 5, 'QUESO': 4, 'AGUA MINERAL': 2}, Dia 1, segundo36608
[CAJA] El Cliente 320, tipo: RAPIDOS entra a la cola de la caja 2. Productos: {'SAL': 1, 'PAN': 6, 'TALLARINES': 1, 'ARROZ': 1}, Dia 1, segundo36630
[CAJA] El Cliente 319, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'SAL': 2, 'HARINA': 1}, Dia 1, segundo36643
[CAJA] El Cliente 320, tipo: RAPIDOS compra SAL en la caja 2, Dia 1, segundo 36668
[LLEGADA]Llega Cliente 322, tipo: RAPIDOS, Dia 1, segund 36684
[CAJA] El Cliente 320, tipo: RAPIDOS compra PAN en la caja 2, Dia 1, segundo 36686
[CAJA] El Cliente 320, tipo: RAPIDOS compra TALLARINES en la caja 2, Dia 1, segundo 36689
[CAJA] El Cliente 320, tipo: RAPIDOS compra ARROZ en la caja 2, Dia 1, segundo 36692
[SALIDA] El Cliente 320, tipo: RAPIDOS abandona la Caja 2 habiendo pagado 13, Dia 1, segundos 36692
[CAJA] El Cliente 318, tipo: PADRES JOVENES compra LECHE en la caja 1, Dia 1, segundo 36705
[CAJA] El Cliente 318, tipo: PADRES JOVENES compra QUESO en la caja 1, Dia 1, segundo 36717
[CAJA] El Cliente 318, tipo: PADRES JOVENES compra AGUA MINERAL en la caja 1, Dia 1, segundo 36723
[SALIDA] El Cliente 318, tipo: PADRES JOVENES abandona la Caja 1 habiendo pagado 34, Dia 1, segundos 36723
[CAJA] El Cliente 319, tipo: PADRES MEDIANA EDAD compra SAL en la caja 1, Dia 1, segundo 36757
[CAJA] El Cliente 319, tipo: PADRES MEDIANA EDAD compra HARINA en la caja 1, Dia 1, segundo 36760
[SALIDA] El Cliente 319, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 6, Dia 1, segundos 36760
[CAJA] El Cliente 322, tipo: RAPIDOS entra a la cola de la caja 1. Productos: {'BEBIDA': 1}, Dia 1, segundo36772
[CAJA] El Cliente 322, tipo: RAPIDOS compra BEBIDA en la caja 1, Dia 1, segundo 36789
[SALIDA] El Cliente 322, tipo: RAPIDOS abandona la Caja 1 habiendo pagado 1, Dia 1, segundos 36789
[CAJA] El Cliente 321, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'SAL': 2, 'LECHE': 10, 'TALLARINES': 5, 'MANZANA': 6, 'ARROZ': 1}, Dia 1, segundo36930
[LLEGADA]Llega Cliente 323, tipo: PADRES MEDIANA EDAD, Dia 1, segund 36977
[CAJA] El Cliente 321, tipo: PADRES MEDIANA EDAD compra SAL en la caja 1, Dia 1, segundo 37008
[LLEGADA]Llega Cliente 324, tipo: PADRES MEDIANA EDAD, Dia 1, segund 37013
[CAJA] El Cliente 321, tipo: PADRES MEDIANA EDAD compra LECHE en la caja 1, Dia 1, segundo 37038
[CAJA] El Cliente 321, tipo: PADRES MEDIANA EDAD compra TALLARINES en la caja 1, Dia 1, segundo 37053
[LLEGADA]Llega Cliente 325, tipo: RAPIDOS, Dia 1, segund 37058
[CAJA] El Cliente 321, tipo: PADRES MEDIANA EDAD compra MANZANA en la caja 1, Dia 1, segundo 37071
[CAJA] El Cliente 321, tipo: PADRES MEDIANA EDAD compra ARROZ en la caja 1, Dia 1, segundo 37074
[SALIDA] El Cliente 321, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 49, Dia 1, segundos 37074
[CAJA] El Cliente 325, tipo: RAPIDOS entra a la cola de la caja 1. Productos: {'LECHE': 6}, Dia 1, segundo37154
[CAJA] El Cliente 325, tipo: RAPIDOS compra LECHE en la caja 1, Dia 1, segundo 37176
[SALIDA] El Cliente 325, tipo: RAPIDOS abandona la Caja 1 habiendo pagado 12, Dia 1, segundos 37176
[CAJA] El Cliente 323, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'CONSERVAS': 2, 'PAN': 16, 'TOMATE': 1, 'ARROZ': 1, 'TALLARINES': 1, 'PASTA DE DIENTES': 1}, Dia 1, segundo37210
[CAJA] El Cliente 323, tipo: PADRES MEDIANA EDAD compra CONSERVAS en la caja 1, Dia 1, segundo 37241
[LLEGADA]Llega Cliente 326, tipo: TERCERA EDAD, Dia 1, segund 37277
[CAJA] El Cliente 323, tipo: PADRES MEDIANA EDAD compra PAN en la caja 1, Dia 1, segundo 37289
[CAJA] El Cliente 323, tipo: PADRES MEDIANA EDAD compra TOMATE en la caja 1, Dia 1, segundo 37292
[CAJA] El Cliente 323, tipo: PADRES MEDIANA EDAD compra ARROZ en la caja 1, Dia 1, segundo 37295
[CAJA] El Cliente 323, tipo: PADRES MEDIANA EDAD compra TALLARINES en la caja 1, Dia 1, segundo 37298
[CAJA] El Cliente 323, tipo: PADRES MEDIANA EDAD compra PASTA DE DIENTES en la caja 1, Dia 1, segundo 37301
[SALIDA] El Cliente 323, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 46, Dia 1, segundos 37301
[LLEGADA]Llega Cliente 327, tipo: RAPIDOS, Dia 1, segund 37338
[CAJA] El Cliente 324, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'SAL': 1, 'HARINA': 1, 'TOALLA NOVA': 3, 'PAPAS FRITAS': 1, 'PAN': 16, 'TOMATE': 7}, Dia 1, segundo37386
[CAJA] El Cliente 327, tipo: RAPIDOS entra a la cola de la caja 2. Productos: {}, Dia 1, segundo37401
[CAJA] El Cliente 327, tipo: RAPIDOS compra [] en la caja 2, Dia 1, segundo 37401
[SALIDA] El Cliente 327, tipo: RAPIDOS abandona la Caja 2 habiendo pagado 0, Dia 1, segundos 37401
[CAJA] El Cliente 324, tipo: PADRES MEDIANA EDAD compra SAL en la caja 1, Dia 1, segundo 37448
[CAJA] El Cliente 324, tipo: PADRES MEDIANA EDAD compra HARINA en la caja 1, Dia 1, segundo 37451
[CAJA] El Cliente 324, tipo: PADRES MEDIANA EDAD compra TOALLA NOVA en la caja 1, Dia 1, segundo 37460
[CAJA] El Cliente 324, tipo: PADRES MEDIANA EDAD compra PAPAS FRITAS en la caja 1, Dia 1, segundo 37463
[CAJA] El Cliente 326, tipo: TERCERA EDAD entra a la cola de la caja 1. Productos: {'BEBIDA': 2, 'LECHE': 5, 'CARNE': 1, 'TOALLA NOVA': 3, 'SAL': 2}, Dia 1, segundo37490
